image_id,species,camera_id,datetime,bbox_x,bbox_y,bbox_w,bbox_h
GUYRA-SYN-000962,anteater,CAM-021,2024-08-22,240,558,176,180
GUYRA-SYN-000963,tapir,CAM-008,2024-01-20,1146,1052,152,205
GUYRA-SYN-000964,anteater,CAM-023,2024-09-11,555,289,460,245
GUYRA-SYN-000965,anteater,CAM-016,2024-03-03,637,693,376,327
GUYRA-SYN-000966,jaguar,CAM-009,2024-01-16,1849,103,154,296
GUYRA-SYN-000967,jaguar,CAM-006,2024-07-13,366,913,415,282
GUYRA-SYN-000968,tapir,CAM-022,2024-04-23,1553,160,486,491
GUYRA-SYN-000969,brocket_deer,CAM-037,2024-03-03,1664,959,149,333
GUYRA-SYN-000970,tapir,CAM-044,2024-11-23,1569,953,340,218
GUYRA-SYN-000971,puma,CAM-010,2024-10-09,1869,744,300,193
GUYRA-SYN-000972,capybara,CAM-043,2024-06-26,1762,665,332,349
GUYRA-SYN-000973,jaguar,CAM-005,2024-08-04,719,980,336,187
GUYRA-SYN-000974,tapir,CAM-050,2024-06-20,1176,260,360,152
GUYRA-SYN-000975,brocket_deer,CAM-046,2024-02-11,1138,145,254,372
GUYRA-SYN-000976,brocket_deer,CAM-026,2024-10-14,488,499,380,181
GUYRA-SYN-000977,brocket_deer,CAM-025,2024-02-11,426,882,322,390
GUYRA-SYN-000978,tapir,CAM-035,2024-12-08,354,159,478,464
GUYRA-SYN-000979,anteater,CAM-032,2024-02-19,1220,948,266,384
GUYRA-SYN-000980,jaguar,CAM-029,2024-03-10,831,142,406,155
GUYRA-SYN-000981,capybara,CAM-039,2024-07-11,1012,125,146,211
GUYRA-SYN-000982,puma,CAM-038,2024-11-26,0,300,438,176
GUYRA-SYN-000983,brocket_deer,CAM-035,2024-05-13,1260,915,200,205
GUYRA-SYN-000984,capybara,CAM-021,2024-05-19,1626,623,322,467
GUYRA-SYN-000985,tapir,CAM-006,2024-10-01,1252,1045,306,165
GUYRA-SYN-000986,tapir,CAM-004,2024-06-18,108,1,460,386
GUYRA-SYN-000987,tapir,CAM-008,2024-05-28,63,481,321,459
GUYRA-SYN-000988,anteater,CAM-026,2024-11-11,1457,783,307,295
GUYRA-SYN-000989,brocket_deer,CAM-035,2024-04-22,355,972,171,196
GUYRA-SYN-000990,anteater,CAM-025,2024-06-27,854,315,247,443
GUYRA-SYN-000991,puma,CAM-009,2024-01-03,1327,32,173,469
GUYRA-SYN-000992,brocket_deer,CAM-043,2024-07-05,173,281,428,312
GUYRA-SYN-000993,brocket_deer,CAM-045,2024-10-14,1276,368,332,360
GUYRA-SYN-000994,brocket_deer,CAM-036,2024-08-13,727,462,195,317
GUYRA-SYN-000995,anteater,CAM-001,2024-10-16,1734,484,464,356
GUYRA-SYN-000996,tapir,CAM-027,2024-09-19,751,68,119,390
GUYRA-SYN-000997,brocket_deer,CAM-046,2024-06-04,1188,986,453,140
GUYRA-SYN-000998,puma,CAM-047,2024-12-17,1759,572,338,364
GUYRA-SYN-000999,jaguar,CAM-034,2024-10-03,502,967,422,479
GUYRA-SYN-001000,capybara,CAM-043,2024-02-22,1297,639,413,127
GUYRA-SYN-001001,tapir,CAM-035,2024-01-16,929,1049,340,393
GUYRA-SYN-001002,capybara,CAM-022,2024-07-12,1634,603,248,185
GUYRA-SYN-001003,jaguar,CAM-045,2024-10-24,622,533,131,422
GUYRA-SYN-001004,brocket_deer,CAM-038,2024-03-19,105,597,477,419
GUYRA-SYN-001005,jaguar,CAM-019,2024-08-03,259,1035,139,242
GUYRA-SYN-001006,tapir,CAM-009,2024-10-09,563,526,107,479
GUYRA-SYN-001007,jaguar,CAM-039,2024-03-19,1513,309,437,328
GUYRA-SYN-001008,tapir,CAM-012,2024-05-26,1435,483,348,192
GUYRA-SYN-001009,anteater,CAM-003,2024-06-03,297,315,353,485
GUYRA-SYN-001010,brocket_deer,CAM-050,2024-07-08,1353,901,471,426
GUYRA-SYN-001011,puma,CAM-014,2024-10-24,1724,706,127,428
GUYRA-SYN-001012,tapir,CAM-049,2024-02-02,343,950,304,343
GUYRA-SYN-001013,tapir,CAM-031,2024-12-25,1889,478,294,449
GUYRA-SYN-001014,capybara,CAM-025,2024-08-09,297,890,106,247
GUYRA-SYN-001015,brocket_deer,CAM-025,2024-11-11,1085,84,149,372
GUYRA-SYN-001016,capybara,CAM-023,2024-07-20,1880,558,271,238
GUYRA-SYN-001017,tapir,CAM-007,2024-05-21,1196,801,336,495
GUYRA-SYN-001018,capybara,CAM-048,2024-04-24,1376,399,366,272
GUYRA-SYN-001019,capybara,CAM-045,2024-03-11,1121,21,444,104
GUYRA-SYN-001020,jaguar,CAM-001,2024-07-04,1075,212,450,328
GUYRA-SYN-001021,tapir,CAM-015,2024-12-10,515,395,117,112
GUYRA-SYN-001022,anteater,CAM-006,2024-01-20,1344,444,406,426
GUYRA-SYN-001023,jaguar,CAM-046,2024-02-03,1753,266,292,436
GUYRA-SYN-001024,capybara,CAM-037,2024-03-04,1424,377,229,250
GUYRA-SYN-001025,brocket_deer,CAM-043,2024-02-21,928,566,493,318
GUYRA-SYN-001026,capybara,CAM-043,2024-06-09,331,151,241,497
GUYRA-SYN-001027,jaguar,CAM-025,2024-07-11,123,528,235,191
GUYRA-SYN-001028,brocket_deer,CAM-005,2024-08-07,1249,804,191,430
GUYRA-SYN-001029,brocket_deer,CAM-007,2024-03-18,1574,883,211,414
GUYRA-SYN-001030,capybara,CAM-007,2024-08-23,530,211,117,137
GUYRA-SYN-001031,jaguar,CAM-037,2024-12-09,1591,913,109,354
GUYRA-SYN-001032,puma,CAM-042,2024-11-01,1910,77,440,299
GUYRA-SYN-001033,tapir,CAM-010,2024-12-11,1852,801,394,101
GUYRA-SYN-001034,anteater,CAM-046,2024-08-16,893,827,472,499
GUYRA-SYN-001035,jaguar,CAM-035,2024-04-01,787,987,162,390
GUYRA-SYN-001036,anteater,CAM-023,2024-06-22,620,820,128,423
GUYRA-SYN-001037,capybara,CAM-006,2024-06-18,1747,696,141,335
GUYRA-SYN-001038,tapir,CAM-042,2024-04-06,1135,80,296,438
GUYRA-SYN-001039,puma,CAM-020,2024-12-13,1835,218,422,452
GUYRA-SYN-001040,tapir,CAM-032,2024-02-21,896,388,171,118
GUYRA-SYN-001041,puma,CAM-002,2024-12-19,488,1001,299,132
GUYRA-SYN-001042,anteater,CAM-042,2024-05-16,1093,920,108,118
GUYRA-SYN-001043,tapir,CAM-004,2024-06-26,1476,87,307,160
GUYRA-SYN-001044,puma,CAM-042,2024-11-17,938,305,479,396
GUYRA-SYN-001045,puma,CAM-005,2024-01-24,289,1001,434,109
GUYRA-SYN-001046,brocket_deer,CAM-040,2024-01-08,1436,267,107,188
GUYRA-SYN-001047,capybara,CAM-004,2024-05-27,1625,199,333,412
GUYRA-SYN-001048,puma,CAM-038,2024-02-27,1674,217,158,354
GUYRA-SYN-001049,anteater,CAM-040,2024-04-03,1647,415,318,272
GUYRA-SYN-001050,capybara,CAM-044,2024-07-11,247,281,264,209
GUYRA-SYN-001051,jaguar,CAM-038,2024-03-11,129,247,240,172
GUYRA-SYN-001052,brocket_deer,CAM-011,2024-12-12,1133,337,324,224
GUYRA-SYN-001053,anteater,CAM-003,2024-03-04,1620,770,498,180
GUYRA-SYN-001054,jaguar,CAM-032,2024-02-01,14,367,145,461
GUYRA-SYN-001055,capybara,CAM-038,2024-05-14,1420,974,454,164
GUYRA-SYN-001056,puma,CAM-010,2024-11-09,1071,922,310,222
GUYRA-SYN-001057,puma,CAM-040,2024-12-02,1221,368,467,355
GUYRA-SYN-001058,anteater,CAM-006,2024-11-27,1602,616,278,314
GUYRA-SYN-001059,jaguar,CAM-036,2024-04-07,240,195,416,285
GUYRA-SYN-001060,anteater,CAM-033,2024-04-15,1577,426,241,127
GUYRA-SYN-001061,puma,CAM-008,2024-03-22,1728,971,354,190
GUYRA-SYN-001062,puma,CAM-043,2024-01-02,1320,745,245,207
GUYRA-SYN-001063,brocket_deer,CAM-017,2024-06-20,1648,928,122,153
GUYRA-SYN-001064,capybara,CAM-004,2024-09-06,323,59,348,363
GUYRA-SYN-001065,jaguar,CAM-005,2024-04-24,910,667,314,201
GUYRA-SYN-001066,capybara,CAM-044,2024-06-08,1595,225,266,216
GUYRA-SYN-001067,jaguar,CAM-016,2024-12-14,1781,409,292,212
GUYRA-SYN-001068,jaguar,CAM-031,2024-10-16,111,892,174,210
GUYRA-SYN-001069,anteater,CAM-030,2024-03-13,764,279,334,468
GUYRA-SYN-001070,puma,CAM-041,2024-06-09,414,687,165,116
GUYRA-SYN-001071,capybara,CAM-037,2024-01-09,279,227,338,334
GUYRA-SYN-001072,brocket_deer,CAM-011,2024-06-08,1815,604,409,180
GUYRA-SYN-001073,capybara,CAM-040,2024-03-19,1132,470,144,310
GUYRA-SYN-001074,anteater,CAM-032,2024-04-19,969,947,242,107
GUYRA-SYN-001075,capybara,CAM-028,2024-12-28,505,507,267,322
GUYRA-SYN-001076,anteater,CAM-015,2024-10-05,1871,10,313,122
GUYRA-SYN-001077,jaguar,CAM-031,2024-12-25,1032,68,317,371
GUYRA-SYN-001078,brocket_deer,CAM-031,2024-12-27,200,926,353,223
GUYRA-SYN-001079,jaguar,CAM-036,2024-01-23,1498,832,211,167
GUYRA-SYN-001080,tapir,CAM-019,2024-04-21,185,32,345,442
GUYRA-SYN-001081,tapir,CAM-011,2024-12-15,1757,49,332,337
GUYRA-SYN-001082,puma,CAM-046,2024-07-06,1617,758,420,337
GUYRA-SYN-001083,capybara,CAM-041,2024-01-28,1284,144,297,453
GUYRA-SYN-001084,tapir,CAM-034,2024-01-10,872,552,457,413
GUYRA-SYN-001085,anteater,CAM-037,2024-04-26,1402,165,417,271
GUYRA-SYN-001086,capybara,CAM-004,2024-09-22,745,105,156,296
GUYRA-SYN-001087,tapir,CAM-030,2024-10-02,748,750,189,431
GUYRA-SYN-001088,anteater,CAM-046,2024-02-18,1452,419,170,271
GUYRA-SYN-001089,puma,CAM-035,2024-02-21,979,429,485,481
GUYRA-SYN-001090,puma,CAM-021,2024-06-09,1031,866,241,127
GUYRA-SYN-001091,jaguar,CAM-024,2024-06-15,995,1026,369,162
GUYRA-SYN-001092,brocket_deer,CAM-046,2024-09-22,1690,598,331,417
GUYRA-SYN-001093,tapir,CAM-044,2024-12-26,1808,134,196,334
GUYRA-SYN-001094,jaguar,CAM-006,2024-07-06,590,157,155,184
GUYRA-SYN-001095,tapir,CAM-008,2024-12-05,1016,308,204,366
GUYRA-SYN-001096,capybara,CAM-002,2024-05-14,1397,270,342,277
GUYRA-SYN-001097,brocket_deer,CAM-029,2024-12-21,43,597,196,132
GUYRA-SYN-001098,jaguar,CAM-015,2024-09-21,687,843,396,275
GUYRA-SYN-001099,capybara,CAM-042,2024-06-16,1215,911,334,255
GUYRA-SYN-001100,anteater,CAM-009,2024-05-06,1616,532,216,347
GUYRA-SYN-001101,tapir,CAM-019,2024-01-05,723,582,333,185
GUYRA-SYN-001102,anteater,CAM-011,2024-12-18,584,373,189,462
GUYRA-SYN-001103,capybara,CAM-043,2024-03-06,487,239,121,262
GUYRA-SYN-001104,anteater,CAM-009,2024-08-09,757,377,205,387
GUYRA-SYN-001105,capybara,CAM-003,2024-11-11,704,302,290,329
GUYRA-SYN-001106,anteater,CAM-011,2024-09-10,248,51,307,355
GUYRA-SYN-001107,puma,CAM-030,2024-06-05,8,1039,269,431
GUYRA-SYN-001108,capybara,CAM-019,2024-08-10,1544,301,389,473
GUYRA-SYN-001109,brocket_deer,CAM-022,2024-12-04,1498,980,120,171
GUYRA-SYN-001110,capybara,CAM-036,2024-02-10,50,822,416,212
GUYRA-SYN-001111,brocket_deer,CAM-023,2024-02-11,112,399,398,369
GUYRA-SYN-001112,puma,CAM-050,2024-05-07,46,171,375,328
GUYRA-SYN-001113,capybara,CAM-043,2024-02-17,807,398,351,262
GUYRA-SYN-001114,anteater,CAM-039,2024-09-02,1860,739,303,175
GUYRA-SYN-001115,capybara,CAM-028,2024-06-13,763,24,245,276
GUYRA-SYN-001116,tapir,CAM-020,2024-08-28,1148,179,210,472
GUYRA-SYN-001117,brocket_deer,CAM-048,2024-07-26,906,591,183,472
GUYRA-SYN-001118,brocket_deer,CAM-047,2024-07-05,1711,176,173,206
GUYRA-SYN-001119,tapir,CAM-031,2024-09-11,135,769,145,103
GUYRA-SYN-001120,brocket_deer,CAM-041,2024-05-14,358,946,463,390
GUYRA-SYN-001121,puma,CAM-013,2024-03-27,781,592,383,351
GUYRA-SYN-001122,jaguar,CAM-020,2024-10-10,1011,949,214,113
GUYRA-SYN-001123,jaguar,CAM-010,2024-05-10,1311,967,163,434
GUYRA-SYN-001124,capybara,CAM-019,2024-07-06,1007,501,114,161
GUYRA-SYN-001125,tapir,CAM-032,2024-02-20,1526,740,397,346
GUYRA-SYN-001126,anteater,CAM-028,2024-05-21,1404,974,455,161
GUYRA-SYN-001127,tapir,CAM-033,2024-12-19,35,531,183,397
GUYRA-SYN-001128,jaguar,CAM-010,2024-06-15,1798,277,282,183
GUYRA-SYN-001129,jaguar,CAM-018,2024-06-14,1303,729,124,248
GUYRA-SYN-001130,tapir,CAM-034,2024-11-03,1052,396,492,421
GUYRA-SYN-001131,puma,CAM-049,2024-02-20,1541,342,378,265
GUYRA-SYN-001132,tapir,CAM-044,2024-05-09,1403,742,149,373
GUYRA-SYN-001133,anteater,CAM-023,2024-03-01,280,1061,244,290
GUYRA-SYN-001134,brocket_deer,CAM-027,2024-06-06,209,446,179,357
GUYRA-SYN-001135,puma,CAM-013,2024-09-20,1412,1076,372,464
GUYRA-SYN-001136,anteater,CAM-045,2024-02-14,943,156,159,167
GUYRA-SYN-001137,jaguar,CAM-031,2024-06-10,1415,742,171,326
GUYRA-SYN-001138,anteater,CAM-034,2024-06-06,1453,623,114,481
GUYRA-SYN-001139,jaguar,CAM-015,2024-03-28,1421,291,452,216
GUYRA-SYN-001140,tapir,CAM-009,2024-04-05,160,870,453,490
GUYRA-SYN-001141,jaguar,CAM-005,2024-01-25,991,883,121,200
GUYRA-SYN-001142,jaguar,CAM-003,2024-11-17,1214,121,340,160
GUYRA-SYN-001143,tapir,CAM-003,2024-02-10,1367,21,486,149
GUYRA-SYN-001144,jaguar,CAM-039,2024-04-19,1845,409,194,443
GUYRA-SYN-001145,tapir,CAM-002,2024-02-05,1732,568,396,278
GUYRA-SYN-001146,tapir,CAM-011,2024-09-25,1492,495,358,391
GUYRA-SYN-001147,jaguar,CAM-007,2024-10-25,28,444,466,198
GUYRA-SYN-001148,tapir,CAM-011,2024-09-01,1485,202,209,358
GUYRA-SYN-001149,capybara,CAM-031,2024-06-23,1207,379,325,444
GUYRA-SYN-001150,jaguar,CAM-012,2024-06-13,868,438,363,216
GUYRA-SYN-001151,brocket_deer,CAM-008,2024-06-04,954,225,366,169
GUYRA-SYN-001152,brocket_deer,CAM-049,2024-06-23,590,83,142,267
GUYRA-SYN-001153,brocket_deer,CAM-008,2024-07-10,935,638,451,327
GUYRA-SYN-001154,puma,CAM-036,2024-07-10,1751,876,196,135
GUYRA-SYN-001155,brocket_deer,CAM-044,2024-06-06,26,1006,444,153
GUYRA-SYN-001156,brocket_deer,CAM-029,2024-09-22,1385,174,161,173
GUYRA-SYN-001157,brocket_deer,CAM-026,2024-12-19,208,345,133,286
GUYRA-SYN-001158,puma,CAM-022,2024-04-20,1728,827,162,219
GUYRA-SYN-001159,brocket_deer,CAM-047,2024-08-09,1566,559,487,429
GUYRA-SYN-001160,brocket_deer,CAM-023,2024-08-22,1235,828,348,361
GUYRA-SYN-001161,tapir,CAM-010,2024-08-04,250,513,350,354
GUYRA-SYN-001162,puma,CAM-041,2024-03-01,203,108,134,355
GUYRA-SYN-001163,capybara,CAM-002,2024-03-13,1238,669,178,255
GUYRA-SYN-001164,anteater,CAM-040,2024-02-25,156,1064,492,352
GUYRA-SYN-001165,brocket_deer,CAM-013,2024-05-22,1019,1004,358,233
GUYRA-SYN-001166,anteater,CAM-022,2024-09-18,36,64,320,160
GUYRA-SYN-001167,brocket_deer,CAM-029,2024-06-28,770,906,335,118
GUYRA-SYN-001168,jaguar,CAM-012,2024-09-22,1762,620,461,184
GUYRA-SYN-001169,brocket_deer,CAM-028,2024-03-10,1465,796,349,491
GUYRA-SYN-001170,jaguar,CAM-037,2024-11-16,1351,962,343,387
GUYRA-SYN-001171,puma,CAM-033,2024-01-13,539,1013,402,293
GUYRA-SYN-001172,anteater,CAM-044,2024-06-25,582,656,131,114
GUYRA-SYN-001173,anteater,CAM-003,2024-03-27,750,714,479,398
GUYRA-SYN-001174,jaguar,CAM-049,2024-11-11,779,199,319,276
GUYRA-SYN-001175,tapir,CAM-027,2024-06-02,1354,500,226,220
GUYRA-SYN-001176,capybara,CAM-020,2024-10-03,1864,134,256,158
GUYRA-SYN-001177,tapir,CAM-011,2024-01-18,667,76,335,436
GUYRA-SYN-001178,brocket_deer,CAM-037,2024-09-14,546,41,456,340
GUYRA-SYN-001179,anteater,CAM-002,2024-06-13,1168,799,265,393
GUYRA-SYN-001180,jaguar,CAM-032,2024-02-23,1382,421,272,354
GUYRA-SYN-001181,anteater,CAM-049,2024-11-11,341,613,286,323
GUYRA-SYN-001182,puma,CAM-032,2024-11-28,1612,154,374,209
GUYRA-SYN-001183,tapir,CAM-017,2024-01-10,1174,823,215,419
GUYRA-SYN-001184,capybara,CAM-006,2024-12-28,1184,194,403,272
GUYRA-SYN-001185,tapir,CAM-005,2024-10-26,1087,973,318,207
GUYRA-SYN-001186,tapir,CAM-005,2024-11-27,618,1033,253,321
GUYRA-SYN-001187,capybara,CAM-035,2024-06-07,848,823,228,419
GUYRA-SYN-001188,anteater,CAM-030,2024-11-25,1121,369,109,421
GUYRA-SYN-001189,capybara,CAM-034,2024-03-19,1022,436,438,480
GUYRA-SYN-001190,brocket_deer,CAM-018,2024-11-18,1656,888,389,472
GUYRA-SYN-001191,capybara,CAM-004,2024-09-07,746,947,175,223
GUYRA-SYN-001192,puma,CAM-048,2024-11-25,614,891,310,263
GUYRA-SYN-001193,jaguar,CAM-041,2024-04-28,844,546,246,430
GUYRA-SYN-001194,puma,CAM-017,2024-11-20,483,831,222,158
GUYRA-SYN-001195,puma,CAM-013,2024-01-08,1632,635,337,348
GUYRA-SYN-001196,anteater,CAM-028,2024-07-21,1854,75,203,181
GUYRA-SYN-001197,tapir,CAM-009,2024-01-09,1617,568,437,381
GUYRA-SYN-001198,puma,CAM-042,2024-01-24,995,40,128,142
GUYRA-SYN-001199,tapir,CAM-039,2024-05-28,130,833,286,443
GUYRA-SYN-001200,capybara,CAM-006,2024-07-27,1483,287,220,157
GUYRA-SYN-001201,anteater,CAM-048,2024-09-04,1068,1075,228,354
GUYRA-SYN-001202,jaguar,CAM-016,2024-10-04,1583,641,268,399
GUYRA-SYN-001203,capybara,CAM-025,2024-12-24,483,866,211,173
GUYRA-SYN-001204,jaguar,CAM-012,2024-04-09,900,836,230,401
GUYRA-SYN-001205,jaguar,CAM-032,2024-09-12,1432,231,262,379
GUYRA-SYN-001206,brocket_deer,CAM-031,2024-11-08,568,296,285,343
GUYRA-SYN-001207,capybara,CAM-024,2024-05-01,1321,71,478,439
GUYRA-SYN-001208,jaguar,CAM-045,2024-11-08,518,787,258,427
GUYRA-SYN-001209,capybara,CAM-024,2024-11-04,1095,484,326,298
GUYRA-SYN-001210,jaguar,CAM-026,2024-05-10,184,482,252,207
GUYRA-SYN-001211,puma,CAM-029,2024-11-11,1801,832,117,240
GUYRA-SYN-001212,jaguar,CAM-050,2024-08-16,1509,845,270,467
GUYRA-SYN-001213,brocket_deer,CAM-007,2024-03-23,534,1036,133,280
GUYRA-SYN-001214,brocket_deer,CAM-039,2024-12-27,1121,669,332,455
GUYRA-SYN-001215,jaguar,CAM-049,2024-01-21,1313,376,422,327
GUYRA-SYN-001216,capybara,CAM-009,2024-01-13,409,625,260,394
GUYRA-SYN-001217,jaguar,CAM-008,2024-03-08,1057,266,404,451
GUYRA-SYN-001218,brocket_deer,CAM-021,2024-08-16,1788,273,233,188
GUYRA-SYN-001219,capybara,CAM-038,2024-06-26,577,406,143,312
GUYRA-SYN-001220,tapir,CAM-012,2024-07-13,1709,459,110,111
GUYRA-SYN-001221,anteater,CAM-042,2024-10-21,468,182,336,201
GUYRA-SYN-001222,tapir,CAM-045,2024-03-02,821,878,407,233
GUYRA-SYN-001223,puma,CAM-006,2024-06-06,1161,240,107,467
GUYRA-SYN-001224,anteater,CAM-028,2024-08-27,1379,1012,160,214
GUYRA-SYN-001225,capybara,CAM-014,2024-04-28,1665,545,247,482
GUYRA-SYN-001226,brocket_deer,CAM-025,2024-03-14,1753,423,407,210
GUYRA-SYN-001227,tapir,CAM-047,2024-11-07,856,369,309,174
GUYRA-SYN-001228,jaguar,CAM-019,2024-05-08,1265,923,227,289
GUYRA-SYN-001229,anteater,CAM-044,2024-11-15,175,21,340,168
GUYRA-SYN-001230,tapir,CAM-045,2024-07-22,434,785,462,316
GUYRA-SYN-001231,capybara,CAM-039,2024-05-03,195,120,126,270
GUYRA-SYN-001232,puma,CAM-031,2024-06-20,1373,93,102,229
GUYRA-SYN-001233,anteater,CAM-040,2024-07-10,808,759,167,386
GUYRA-SYN-001234,jaguar,CAM-038,2024-03-09,347,1031,352,273
GUYRA-SYN-001235,brocket_deer,CAM-009,2024-02-11,1454,886,172,233
GUYRA-SYN-001236,jaguar,CAM-021,2024-01-05,1022,575,482,284
GUYRA-SYN-001237,brocket_deer,CAM-019,2024-05-20,1698,540,364,260
GUYRA-SYN-001238,brocket_deer,CAM-011,2024-06-24,1006,309,384,436
GUYRA-SYN-001239,capybara,CAM-029,2024-01-07,304,111,217,193
GUYRA-SYN-001240,jaguar,CAM-031,2024-05-06,1445,956,323,159
GUYRA-SYN-001241,brocket_deer,CAM-003,2024-08-12,1452,993,334,352
GUYRA-SYN-001242,jaguar,CAM-047,2024-03-04,715,191,204,245
GUYRA-SYN-001243,puma,CAM-011,2024-12-17,1684,558,388,439
GUYRA-SYN-001244,anteater,CAM-014,2024-10-01,1077,369,313,139
GUYRA-SYN-001245,puma,CAM-050,2024-08-22,193,673,113,245
GUYRA-SYN-001246,capybara,CAM-044,2024-02-13,765,217,265,178
GUYRA-SYN-001247,jaguar,CAM-006,2024-08-27,1449,982,332,421
GUYRA-SYN-001248,tapir,CAM-039,2024-11-01,674,89,435,418
GUYRA-SYN-001249,brocket_deer,CAM-021,2024-12-24,1857,264,208,124
GUYRA-SYN-001250,capybara,CAM-019,2024-06-26,113,144,380,408
GUYRA-SYN-001251,brocket_deer,CAM-006,2024-07-09,364,491,494,304
GUYRA-SYN-001252,jaguar,CAM-002,2024-04-06,795,824,245,431
GUYRA-SYN-001253,capybara,CAM-010,2024-02-10,1005,885,476,258
GUYRA-SYN-001254,capybara,CAM-039,2024-03-12,1362,196,288,362
GUYRA-SYN-001255,puma,CAM-032,2024-08-13,975,549,388,407
GUYRA-SYN-001256,brocket_deer,CAM-006,2024-07-26,754,381,322,422
GUYRA-SYN-001257,brocket_deer,CAM-006,2024-01-17,699,949,446,214
GUYRA-SYN-001258,capybara,CAM-044,2024-12-05,1906,1014,369,422
GUYRA-SYN-001259,capybara,CAM-034,2024-02-10,958,895,140,344
GUYRA-SYN-001260,tapir,CAM-010,2024-03-22,1849,615,227,367
GUYRA-SYN-001261,brocket_deer,CAM-019,2024-10-02,1128,156,123,362
GUYRA-SYN-001262,jaguar,CAM-033,2024-07-14,193,951,438,468
GUYRA-SYN-001263,anteater,CAM-017,2024-06-09,1199,167,493,357
GUYRA-SYN-001264,jaguar,CAM-008,2024-12-22,947,367,193,301
GUYRA-SYN-001265,jaguar,CAM-006,2024-07-23,609,642,400,470
GUYRA-SYN-001266,brocket_deer,CAM-049,2024-11-15,1277,542,274,195
GUYRA-SYN-001267,puma,CAM-012,2024-02-24,1237,531,444,154
GUYRA-SYN-001268,brocket_deer,CAM-035,2024-01-01,808,238,106,187
GUYRA-SYN-001269,capybara,CAM-031,2024-08-23,829,996,255,416
GUYRA-SYN-001270,anteater,CAM-024,2024-12-22,1413,808,254,144
GUYRA-SYN-001271,puma,CAM-009,2024-01-07,229,32,456,196
GUYRA-SYN-001272,jaguar,CAM-014,2024-08-21,297,495,323,420
GUYRA-SYN-001273,anteater,CAM-013,2024-02-10,1576,949,175,342
GUYRA-SYN-001274,brocket_deer,CAM-002,2024-02-06,1848,312,478,459
GUYRA-SYN-001275,brocket_deer,CAM-032,2024-08-01,1760,920,399,224
GUYRA-SYN-001276,puma,CAM-019,2024-10-27,1707,802,126,270
GUYRA-SYN-001277,jaguar,CAM-007,2024-11-28,1460,884,312,353
GUYRA-SYN-001278,capybara,CAM-038,2024-10-24,1135,595,118,349
GUYRA-SYN-001279,brocket_deer,CAM-032,2024-09-19,1484,999,218,465
GUYRA-SYN-001280,jaguar,CAM-034,2024-01-14,1180,646,383,132
GUYRA-SYN-001281,tapir,CAM-042,2024-07-16,239,1013,418,430
GUYRA-SYN-001282,tapir,CAM-029,2024-12-14,42,330,247,471
GUYRA-SYN-001283,puma,CAM-031,2024-06-15,475,1039,212,400
GUYRA-SYN-001284,capybara,CAM-022,2024-10-28,1725,959,167,250
GUYRA-SYN-001285,capybara,CAM-046,2024-07-14,1706,737,341,182
GUYRA-SYN-001286,anteater,CAM-014,2024-05-23,1534,176,441,347
GUYRA-SYN-001287,puma,CAM-012,2024-04-06,1240,1007,151,312
GUYRA-SYN-001288,brocket_deer,CAM-020,2024-04-07,1140,96,109,283
GUYRA-SYN-001289,tapir,CAM-023,2024-11-06,357,1031,116,132
GUYRA-SYN-001290,tapir,CAM-028,2024-02-20,464,247,387,214
GUYRA-SYN-001291,brocket_deer,CAM-017,2024-06-26,727,95,494,385
GUYRA-SYN-001292,tapir,CAM-010,2024-12-28,1055,213,461,125
GUYRA-SYN-001293,brocket_deer,CAM-030,2024-02-04,1600,208,387,121
GUYRA-SYN-001294,anteater,CAM-007,2024-03-21,241,420,285,180
GUYRA-SYN-001295,capybara,CAM-019,2024-12-15,1560,1036,355,475
GUYRA-SYN-001296,jaguar,CAM-010,2024-11-12,685,282,162,203
GUYRA-SYN-001297,brocket_deer,CAM-027,2024-01-08,1709,970,274,246
GUYRA-SYN-001298,anteater,CAM-011,2024-02-09,762,849,284,422
GUYRA-SYN-001299,capybara,CAM-016,2024-03-25,1543,863,216,170
GUYRA-SYN-001300,brocket_deer,CAM-027,2024-07-15,1745,1057,449,285
GUYRA-SYN-001301,jaguar,CAM-029,2024-03-25,20,1059,135,143
GUYRA-SYN-001302,tapir,CAM-021,2024-07-25,336,888,131,301
GUYRA-SYN-001303,jaguar,CAM-043,2024-11-05,1848,118,423,465
GUYRA-SYN-001304,capybara,CAM-034,2024-05-14,823,623,469,480
GUYRA-SYN-001305,tapir,CAM-023,2024-01-27,572,1080,412,175
GUYRA-SYN-001306,capybara,CAM-026,2024-08-21,420,905,457,276
GUYRA-SYN-001307,capybara,CAM-026,2024-04-10,172,75,375,271
GUYRA-SYN-001308,brocket_deer,CAM-047,2024-12-24,1801,258,366,376
GUYRA-SYN-001309,tapir,CAM-014,2024-02-17,1130,639,366,274
GUYRA-SYN-001310,capybara,CAM-011,2024-01-01,1823,529,223,496
GUYRA-SYN-001311,tapir,CAM-047,2024-07-17,226,122,290,232
GUYRA-SYN-001312,capybara,CAM-033,2024-06-04,97,255,329,252
GUYRA-SYN-001313,anteater,CAM-048,2024-01-15,694,483,481,397
GUYRA-SYN-001314,anteater,CAM-046,2024-11-22,1092,478,279,253
GUYRA-SYN-001315,tapir,CAM-043,2024-12-19,1377,286,465,293
GUYRA-SYN-001316,anteater,CAM-048,2024-04-04,671,1057,398,198
